category,requirement,source,weight,source_clause_ids,checkable_test,applicability,assessability,citation_confidence,notes,human_review_status,representative_source_clause_ids,candidate_id,duplicate_model_output_count,triage_candidate_id,source_acts,missing_source_clause_ids,source_provenance_status,triage_run_timestamp_utc,review_flags,likely_government_facing,government_facing_reasons,policy_checkability_signal_count,policy_checkability_signal_terms,administrative_signal_terms,recommended_action,resolved_act,requirement_canonical_hash,requirement_exact_duplicate_group,requirement_near_duplicate_similarity,requirement_near_duplicate_group
Intermediary/Platform Liability,Public authorities must prepare annual reports on the implementation of the Right to Information Act and forward them to the appropriate government.,"RTI Act 2005, Section 25(1)",2,"[""G002433""]",Check if the public authority prepares and submits an annual report to the appropriate government as required by Section 25(1) of the RTI Act 2005.,Applicable to all public authorities subject to the RTI Act 2005.,3,high,This requirement is directly tied to the obligation under Section 25(1) of the RTI Act 2005.,PENDING,['G002433'],TC-000512,1,TC-000512,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""information""]",[],LEGAL_REVIEW,RTI_ACT_2005,ccc2a55413d9efb9baba17533494eeb510de7a63145c2176375e14ff899cf3c3,,1.0,
Data Retention & Erasure,Public authorities must include details of the number of requests made to each public authority in their annual reports.,"RTI Act 2005, Section 25(3)(a)",2,"[""G002436""]",Verify that the annual report includes the number of requests made to each public authority as specified in Section 25(3)(a) of the RTI Act 2005.,Applicable to all public authorities subject to the RTI Act 2005.,3,high,This requirement is directly tied to the obligation under Section 25(3)(a) of the RTI Act 2005.,PENDING,['G002436'],TC-000513,1,TC-000513,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,RTI_ACT_2005,7fc246a320b8f070dbb36673f1c73153426850aa5dfbead55abc46e448ba944d,,1.0,
Intermediary/Platform Liability,"Public authorities must disclose the number of decisions where applicants were not entitled to access documents, the provisions under which these decisions were made, and the frequency of such provisions' invocation.","RTI Act 2005, Section Miscellaneous (b)",2,"[""G002437""]",A public authority must publish statistics on denied access requests and the legal basis for such denials.,Public authorities subject to the RTI Act 2005,High,high,This obligation is directly tied to transparency and accountability under the RTI Act.,PENDING,['G002437'],TC-000514,1,TC-000514,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""access"", ""disclose""]",[],LEGAL_REVIEW,RTI_ACT_2005,c5cf3786acc3bbc1ae177578c09831077d260d232d278683203f9d437b574fa1,,1.0,
Intermediary/Platform Liability,"Public authorities must disclose the number of appeals referred to the Central or State Information Commission, the nature of the appeals, and the outcomes of those appeals.","RTI Act 2005, Section Miscellaneous (c)",2,"[""G002438""]","A public authority must publish data on appeals to information commissions, including appeal nature and resolution.",Public authorities subject to the RTI Act 2005,High,high,This obligation supports transparency in the appeals process under the RTI Act.,PENDING,['G002438'],TC-000515,1,TC-000515,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""disclose"", ""information""]",[],LEGAL_REVIEW,RTI_ACT_2005,0baef87265b67c1aafab04ea6d66313acb2fe13c33513b77944ba1630ef46f33,,1.0,
Intermediary/Platform Liability,Public authorities must disclose the amount of charges collected under the RTI Act by each public authority.,"RTI Act 2005, Section Miscellaneous (e)",2,"[""G002440""]",A public authority must publish financial data on charges collected under the RTI Act.,Public authorities subject to the RTI Act 2005,High,high,This obligation ensures transparency in the financial aspects of RTI compliance.,PENDING,['G002440'],TC-000516,1,TC-000516,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""collect"", ""data"", ""disclose""]",[],LEGAL_REVIEW,RTI_ACT_2005,2827d7ca9a85967f0be75d6699471b53dd9e67e336caae25d7f1ecc2786c28d8,,1.0,
Intermediary/Platform Liability,"Public authorities must provide recommendations for reform, including specific suggestions for improving or amending the RTI Act or related legislation.","RTI Act 2005, Section Miscellaneous (g)",2,"[""G002442""]",A public authority must publish reform recommendations for the RTI Act or related laws.,Public authorities subject to the RTI Act 2005,High,high,This obligation promotes continuous improvement and reform of the RTI framework.,PENDING,['G002442'],TC-000517,1,TC-000517,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,RTI_ACT_2005,17224cce6d53584974d0bbbb50d12b348f0727e68974d55f20021b8493be8313,,1.0,
Intermediary/Platform Liability,"The appropriate Government must lay before Parliament or State Legislatures the recommendations of the Commission for reform, including specific suggestions for improving or amending the RTI Act or related legislation.","RTI Act 2005, Section Miscellaneous (g)",2,"[""G002444""]",The appropriate Government must submit reform recommendations to Parliament or State Legislatures.,Appropriate Government under the RTI Act 2005,High,high,This obligation ensures that reform recommendations are formally considered by legislative bodies.,PENDING,['G002444'],TC-000518,1,TC-000518,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,RTI_ACT_2005,4a8bfeca0d497b765c4c985320ec35d0b70e557b1025f6338b7284f14bc00625,,1.0,
Intermediary/Platform Liability,"The appropriate Government must develop and organize educational programs to advance public understanding of the rights under the RTI Act, particularly for disadvantaged communities.","RTI Act 2005, Section Miscellaneous (a)",2,"[""G002447""]",The appropriate Government must publish details of educational programs aimed at improving public understanding of RTI rights.,Appropriate Government under the RTI Act 2005,High,high,This obligation supports the dissemination of information to ensure effective use of RTI rights.,PENDING,['G002447'],TC-000519,1,TC-000519,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""rights""]",[],LEGAL_REVIEW,RTI_ACT_2005,56e52cac1d61971f961e19b3f2f8c5c5d8229d16d9707ffed9daedf51a126b44,,1.0,
Intermediary/Platform Liability,"The appropriate Government must compile a guide in its official language, within eighteen months of the Act's commencement, to help individuals exercise their rights under the RTI Act in an easily comprehensible manner.","RTI Act 2005, Section Miscellaneous (2)",2,"[""G002451""]",The appropriate Government must publish a user-friendly guide to the RTI Act in its official language within 18 months of the Act's commencement.,Appropriate Government under the RTI Act 2005,High,high,This obligation ensures that the public has access to clear and accessible information about their rights under the RTI Act.,PENDING,['G002451'],TC-000520,1,TC-000520,"[""RTI_ACT_2005""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""rights"", ""use""]",[],LEGAL_REVIEW,RTI_ACT_2005,4acd8c8bccf2b22651b6784ea29e50db5433b8f7d500f3666a7d37ff559538cb,,1.0,
Grievance Redressal,The Authority must ensure that all decisions are fully documented and explained.,"AERA_ACT_2008, SECTION=POWERS AND FUNCTIONS OF THE AUTHORITY (c)",2,"[""G000188""]",Check if all decisions of the Authority are fully documented and explained in the governance documents.,Applicable to all decisions made by the Authority.,3,high,This obligation is directly tied to the transparency and accountability of the Authority's decision-making process.,PENDING,['G000188'],TC-000521,1,TC-000521,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,AERA_ACT_2008,493bef2f159aa14f33c607f808673ae972c3466c6514deeacffbe1d04f248965,,1.0,
Grievance Redressal,The Authority Appellate Tribunal must adjudicate disputes between service providers and consumers.,"AERA_ACT_2008, SECTION=Authority Appellate Tribunal to— (a) and (ii)",2,"[""G000205"", ""G000207""]",Verify that the Authority Appellate Tribunal is responsible for adjudicating disputes between service providers and consumers.,Applicable to disputes involving service providers and consumers.,3,high,This obligation outlines the role of the Authority Appellate Tribunal in resolving disputes.,PENDING,"['G000205', 'G000207']",TC-000522,1,TC-000522,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal""]",REVIEW_APPLICABILITY,AERA_ACT_2008,e38e654f2ceee596351196925e8d2919ec9df90e9b23a33730c5b1dc69d0b041,,1.0,
Grievance Redressal,The Authority Appellate Tribunal must hear and dispose of appeals against decisions of the Authority.,"AERA_ACT_2008, SECTION=Authority Appellate Tribunal to— (b)",2,"[""G000215""]",Check if the Authority Appellate Tribunal is responsible for hearing and disposing of appeals against Authority decisions.,Applicable to all appeals against Authority decisions.,3,high,This obligation ensures that there is a mechanism for appealing Authority decisions.,PENDING,['G000215'],TC-000523,1,TC-000523,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal""]",REVIEW_APPLICABILITY,AERA_ACT_2008,3c41c17bcbbca2904aad90a06965e9fc109ae2a6783cd71c539b03b00ee091a8,,1.0,
Grievance Redressal,The Disputes Redressal Forum or Consumer Disputes Redressal Commission must dispose of applications or appeals within ninety days from the date of receipt.,"AERA_ACT_2008, Section 6(6)",2,"[""G000226""]",Check if the timeline for resolving disputes is explicitly set to ninety days.,Applies to all disputes handled by the Disputes Redressal Forum or Consumer Disputes Redressal Commission.,High,high,"This clause establishes a clear time limit for resolving disputes, which is directly checkable.",PENDING,['G000226'],TC-000524,1,TC-000524,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,AERA_ACT_2008,081980441d15df1bcbcd80acebf3270b4a351bd27114b1adc959cedfa853e26d,,1.0,
Significant Data Fiduciary Obligations,"The Chairperson and Members of the Appellate Tribunal must have relevant experience in aviation, economics, or law, or have served in equivalent government positions for at least two years.","AERA_ACT_2008, Section 6(5)(b)",3,"[""G000235""]",Verify if the qualifications for the Chairperson or Members include relevant experience or government service.,Applies to the appointment of the Chairperson and Members of the Appellate Tribunal.,High,high,"This clause sets specific qualifications for the Appellate Tribunal members, which is directly checkable.",PENDING,['G000235'],TC-000525,1,TC-000525,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal"", ""chairperson""]",REVIEW_APPLICABILITY,AERA_ACT_2008,56947860fafb457727091611113acd24f5ba9857287ee1ac1249a38a6480788f,,1.0,
Significant Data Fiduciary Obligations,The Chairperson and Members of the Appellate Tribunal may not hold office after they have attained the age of sixty-five.,"AERA_ACT_2008, Section 6(21) and 6(23)",2,"[""G000239"", ""G000242""]",Check if the age limit for the Chairperson or Members is explicitly set to sixty-five.,Applies to the term of office for the Chairperson and Members of the Appellate Tribunal.,High,high,"This clause establishes an age limit for the tenure of the Appellate Tribunal members, which is directly checkable.",PENDING,"['G000239', 'G000242']",TC-000526,1,TC-000526,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal"", ""chairperson""]",REVIEW_APPLICABILITY,AERA_ACT_2008,1753370870397ce8a04d6a4d693b159182f28da873333240d77e12e62502f3ed,,1.0,
Significant Data Fiduciary Obligations,The Appellate Tribunal must ensure that the salary and allowances of its Chairperson and Members are prescribed by the appropriate authority.,"AERA_ACT_2008, Section 6(22)",2,"[""G000239""]",Verify if the salary and allowances for the Appellate Tribunal members are subject to prescription by an authority.,Applies to the terms and conditions of service for the Appellate Tribunal members.,High,high,"This clause mandates that the salary and allowances for the Appellate Tribunal members are prescribed by an authority, which is directly checkable.",PENDING,['G000239'],TC-000527,1,TC-000527,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal"", ""chairperson""]",REVIEW_APPLICABILITY,AERA_ACT_2008,732200c24314749a9d8c4a37006b629bb387e4aaa50f936e7610179559da5771,,1.0,
Significant Data Fiduciary Obligations,The Appellate Tribunal must ensure that no Member is appointed who has abused their position to the detriment of public interest.,"AERA_ACT_2008, Section 6(23)(e)",2,"[""G000249""]",Check if the appointment criteria include disqualification for abuse of position.,Applies to the appointment of Members of the Appellate Tribunal.,High,high,"This clause prohibits the appointment of individuals who have abused their position, which is directly checkable.",PENDING,['G000249'],TC-000528,1,TC-000528,"[""AERA_ACT_2008""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],1,"[""use""]","[""appellate tribunal""]",REVIEW_SCOPE,AERA_ACT_2008,0688e8773e2ac8c8c8e9cc56f1324a2255a37a14f8c57d36849a39f51d67a647,,1.0,
Significant Data Fiduciary Obligations,Significant data fiduciaries must be based in India.,"DPDP Act 2023, Section Significant (ii)",3,"[""G000536""]",Verify whether the data fiduciary is physically located in India.,Applies to significant data fiduciaries.,2,high,This requirement is directly tied to the physical location of the data fiduciary.,PENDING,['G000536'],TC-000529,1,TC-000529,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,29746d185765b512335a6f3d87f8cf0bbb7ad0dc53371ba813d828d398ea99b8,,1.0,
Significant Data Fiduciary Obligations,Significant data fiduciaries must undergo periodic audits.,"DPDP Act 2023, Section Significant (ii)",3,"[""G000542""]",Verify whether the data fiduciary has a documented audit process and schedule.,Applies to significant data fiduciaries.,2,high,This requirement mandates regular audits as part of data fiduciary obligations.,PENDING,['G000542'],TC-000530,1,TC-000530,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,0002b13aedf75a7342aaba8d52c889b8c6a82e32de413357c249523ec22f88ad,,1.0,
Significant Data Fiduciary Obligations,"Significant data fiduciaries must implement such other measures, consistent with the provisions of this Act, as may be prescribed.","DPDP Act 2023, Section Significant (iii)",3,"[""G000543""]",Verify whether the data fiduciary has implemented additional measures as required by the Act.,Applies to significant data fiduciaries.,2,high,This requirement allows for additional measures as prescribed by the Act.,PENDING,['G000543'],TC-000531,1,TC-000531,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,e6f90a2fdbf9cacd5626446e4e15128a82a05f73f468313d6a0735f71cc8e7fe,,1.0,
Significant Data Fiduciary Obligations,"The provisions of Chapter II, except sub-sections (1) and (5) of section 8, and those of Chapter III and section 16 shall not apply where—","DPDP Act 2023, Section SPECIAL PROVISIONS 17(1)",2,"[""G000576""]",Verify whether the specific provisions of the Act are excluded from application in the specified circumstances.,Applies to situations where the provisions of Chapter II and III are excluded.,2,high,This clause outlines exceptions to the application of certain provisions of the Act.,PENDING,['G000576'],TC-000532,1,TC-000532,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,eb5f22d317c4b434337e67d4af09c1357787e949d155df5f67d694ce000e7d1c,,1.0,
Significant Data Fiduciary Obligations,The Chairperson and Members of the Data Protection Board must meet specific qualifications for appointment.,"DPDP Act 2023, SECTION=Composition and qualifications for appointment of",2,"[""G000602""]",Verify whether the qualifications for the appointment of the Chairperson and Members are met.,Applies to the appointment of the Data Protection Board members.,2,high,This requirement outlines the qualifications for the appointment of the Data Protection Board members.,PENDING,['G000602'],TC-000533,1,TC-000533,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],2,"[""data"", ""protect""]","[""chairperson""]",REVIEW_SCOPE,DPDP_ACT_2023,d3a01810519d8ac976ce20c814c7004d6624a32cc8ec4f699724beb39a857840,,1.0,
Significant Data Fiduciary Obligations,The Chairperson and Members of the Data Protection Board must receive specific salary and allowances and have a defined term of office.,"DPDP Act 2023, SECTION=Composition and qualifications for appointment of",2,"[""G000603""]","Verify whether the salary, allowances, and term of office for the Chairperson and Members are defined and met.",Applies to the appointment of the Data Protection Board members.,2,high,This requirement outlines the financial and tenure terms for the Data Protection Board members.,PENDING,['G000603'],TC-000534,1,TC-000534,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],2,"[""data"", ""protect""]","[""chairperson""]",REVIEW_SCOPE,DPDP_ACT_2023,a4c9f7f42103ec1cad6446027c42428a20b1cc379dc0beddbc99441bac321cba,,1.0,
Significant Data Fiduciary Obligations,The Chairperson or a Member of the Data Protection Board must not have been convicted of an offence involving moral turpitude.,"DPDP Act 2023, SECTION=Chairperson or a Member, if she— (b)",2,"[""G000607""]",Verify whether the Chairperson or Member has a criminal record involving moral turpitude.,Applies to the appointment of the Data Protection Board members.,2,high,This requirement prohibits the appointment of individuals with a criminal record involving moral turpitude.,PENDING,['G000607'],TC-000535,1,TC-000535,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],2,"[""data"", ""protect""]","[""chairperson""]",REVIEW_SCOPE,DPDP_ACT_2023,f6c1e402db6932d3c91f2c84f3b68987fd1557dbb164ace629730863a827986a,,1.0,
Significant Data Fiduciary Obligations,The Chairperson or a Member of the Data Protection Board must not have abused their position to the extent that their continuance in office is prejudicial to the public interest.,"DPDP Act 2023, SECTION=Chairperson or a Member, if she— (e)",2,"[""G000610""]",Verify whether the Chairperson or Member has a history of abusing their position to the detriment of public interest.,Applies to the appointment of the Data Protection Board members.,2,high,This requirement prohibits the appointment of individuals who have abused their position to the detriment of public interest.,PENDING,['G000610'],TC-000536,1,TC-000536,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],3,"[""data"", ""protect"", ""use""]","[""chairperson""]",REVIEW_SCOPE,DPDP_ACT_2023,8c08da97ff810cda8d7d18d20a43cc22dabeb60260714547b9045dabeab53021,,1.0,
Grievance Redressal,The Board shall determine whether there are sufficient grounds to proceed with an inquiry.,"DPDP Act 2023, Section 27(3)",2,"[""G000650""]",Whether the Board has a process to determine if there are sufficient grounds to initiate an inquiry.,Applicable to data fiduciaries subject to the DPDP Act 2023.,High,high,This clause outlines the Board's responsibility to assess the validity of inquiries related to data protection compliance.,PENDING,['G000650'],TC-000537,1,TC-000537,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,504669cf47a0f17b9a0c332db719142f9d420187bc369b904dfc1aa99e7918e0,,1.0,
Grievance Redressal,Any person aggrieved by an order or direction made by the Board under this Act may prefer an appeal before the Appellate Tribunal.,"DPDP Act 2023, Section 29(1)",2,"[""G000665""]",Whether a person has the right to appeal an order or direction issued by the Board.,Applicable to data fiduciaries subject to the DPDP Act 2023.,High,high,This clause establishes the right of appeal for individuals affected by decisions made by the Board.,PENDING,['G000665'],TC-000538,1,TC-000538,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal""]",REVIEW_APPLICABILITY,DPDP_ACT_2023,b82fe08d15e8cc9e1d96d92533f7b4ed2c42caefea19ef3050f4f5603059510e,,1.0,
Grievance Redressal,Every appeal under sub-section (1) shall be filed within a period of sixty days from the date of receipt of the order or direction appealed against.,"DPDP Act 2023, Section 29(2)",2,"[""G000666""]",Whether the appeal process has a defined time limit for filing an appeal.,Applicable to data fiduciaries subject to the DPDP Act 2023.,High,high,This clause specifies the time frame within which an appeal must be filed against a Board order or direction.,PENDING,['G000666'],TC-000539,1,TC-000539,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,01c627dbc5d452c3131d87479a79e208373198f184b29f6044332828b65d03bd,,1.0,
Grievance Redressal,"On receipt of an appeal under sub-section (1), the Appellate Tribunal may, after giving the parties to the appeal, an opportunity of being heard, pass such orders thereon as it thinks fit, confirming, modifying or setting aside the order appealed against.","DPDP Act 2023, Section 29(4)",2,"[""G000668""]",Whether the Appellate Tribunal provides an opportunity for the parties to be heard during the appeal process.,Applicable to data fiduciaries subject to the DPDP Act 2023.,High,high,This clause outlines the Appellate Tribunal's authority to review and modify orders issued by the Board.,PENDING,['G000668'],TC-000540,1,TC-000540,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],1,"[""process""]","[""appellate tribunal""]",REVIEW_SCOPE,DPDP_ACT_2023,e6193a24b9e3d222e52dc375399024b7e6e6fa278e93127dfc4492fbcc59ff27,,1.0,
Significant Data Fiduciary Obligations,"The Appellate Tribunal must function as a digital office, ensuring that the receipt of appeals, hearings, and decision pronouncement are conducted digitally.","DPDP Act 2023, Section 10(10)",3,"[""G000678""]",Verify if the Appellate Tribunal's processes for handling appeals are designed to be digital.,Applicable to all appeals filed under the DPDP Act 2023.,High,high,This requirement focuses on the digital transformation of the Appellate Tribunal's operations.,PENDING,['G000678'],TC-000541,1,TC-000541,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],1,"[""process""]","[""appellate tribunal""]",REVIEW_SCOPE,DPDP_ACT_2023,b3cd2dcb9416601a86b29e4bc4d3c46cdb5a10e3202ae5810a528be729848fee,,1.0,
Grievance Redressal,The Appellate Tribunal must dispose of appeals finally within six months from the date of receipt.,"DPDP Act 2023, Section 10(6)",2,"[""G000672""]",Check if the Appellate Tribunal has a policy to resolve appeals within six months.,Applicable to all appeals filed under the DPDP Act 2023.,High,high,This requirement sets a time limit for the resolution of appeals.,PENDING,['G000672'],TC-000542,1,TC-000542,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal""]",REVIEW_APPLICABILITY,DPDP_ACT_2023,daaa675f62f0f02eb198683100c47cf92b84c1bc7afb3f117445d8fb4e691a8f,,1.0,
Significant Data Fiduciary Obligations,"The Appellate Tribunal must ensure that the acceptance of a voluntary undertaking by the Board bars proceedings under the Act regarding the contents of the undertaking, except in cases covered by sub-section (5).","DPDP Act 2023, Section 10(4)",3,"[""G000685""]","Verify if the acceptance of a voluntary undertaking by the Board prevents further proceedings under the Act, except in specified cases.",Applicable to voluntary undertakings accepted by the Board under the DPDP Act 2023.,High,high,This requirement outlines the effect of accepting a voluntary undertaking by the Board.,PENDING,['G000685'],TC-000543,1,TC-000543,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],1,"[""content""]","[""appellate tribunal""]",REVIEW_SCOPE,DPDP_ACT_2023,8d3429dc2a01cd58138a5abbb0e3caa1c522ba5afaf91bfd4ce49080dbebb58a,,1.0,
Significant Data Fiduciary Obligations,"The Board must consider the nature, gravity, and duration of the breach when determining the amount of monetary penalty.","DPDP Act 2023, Section 10(2)(a)",3,"[""G000693""]","Check if the Board's penalty determination includes consideration of the nature, gravity, and duration of the breach.",Applicable to all breaches subject to monetary penalties under the DPDP Act 2023.,High,high,This requirement outlines a factor to be considered in determining penalties for breaches.,PENDING,['G000693'],TC-000544,1,TC-000544,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""breach""]",[],LEGAL_REVIEW,DPDP_ACT_2023,93d78b0ba80a3ee1804593c1515c39cb7326d95281e3b9662bcd86c1bc27831b,,1.0,
Significant Data Fiduciary Obligations,The Board must consider the repetitive nature of the breach when determining the amount of monetary penalty.,"DPDP Act 2023, Section 10(2)(c)",3,"[""G000695""]",Verify if the Board's penalty determination includes consideration of the repetitive nature of the breach.,Applicable to all breaches subject to monetary penalties under the DPDP Act 2023.,High,high,This requirement outlines a factor to be considered in determining penalties for breaches.,PENDING,['G000695'],TC-000545,1,TC-000545,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""breach""]",[],LEGAL_REVIEW,DPDP_ACT_2023,53d6150bba25fded7c09df759680e801871bb9f3bb1930eeeba0480fd6cd7fe0,,1.0,
Significant Data Fiduciary Obligations,"Significant data fiduciaries must ensure that monetary penalties imposed for breaches are proportionate and effective, taking into account the need to deter and secure observance of the Act.","DPDP Act 2023, Section 38(1)",3,"[""G000698""]",Check if the penalty imposed for a breach is proportionate and effective.,Applicable to significant data fiduciaries.,2,high,This requirement is derived from the obligation to ensure penalties are proportionate and effective.,PENDING,['G000698'],TC-000546,1,TC-000546,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""account"", ""breach"", ""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,f54a21306997d7cb33ee0a778d17ad00e76e1d2b6d25ccacbc01ee0d76234f9a,,1.0,
Significant Data Fiduciary Obligations,The Data Principal must specify the time period for the specified purpose to be deemed as no longer being served.,"DPDP Act 2023, Section 8(8)",3,"[""G000724""]",Check if the time period for the purpose is specified in the document.,Applies to data fiduciaries handling personal data.,3,high,This obligation relates to the duration of data processing for a specific purpose.,PENDING,['G000724'],TC-000547,1,TC-000547,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""purpose""]",[],LEGAL_REVIEW,DPDP_ACT_2023,176249444fd1b5edefca1bd0f93548571ee3a0c84ad0631cdadafa5f8f0c5e15,,1.0,
Grievance Redressal,The Data Principal must nominate any other individual as per the specified manner.,"DPDP Act 2023, Section 14(1)",2,"[""G000738""]",Verify if the document outlines the manner of nomination of an individual by the Data Principal.,Applies to data fiduciaries handling personal data.,3,high,This obligation is related to the process of nominating an individual by the Data Principal.,PENDING,['G000738'],TC-000548,1,TC-000548,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,2f3d36a432ad2974c81548dc299b2a0c4912610c62246c48c6ee366397475fb9,,1.0,
