clause_id,app_name,source_document,source_file,page_start,page_end,section_heading,clause_text,relevance_score,relevance_level
S002017,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,3,3,"Admins may also choose to add other information, such as a unique","Followers who have muted a Channel, and other user reports or enforcement actions. To find out more, see our WhatsApp Channels Guidelines and Advanced Safety and Security Features.",0,low
S002018,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,3,3,"Admins may also choose to add other information, such as a unique","Channel Subscriptions Information  Admin Information for Subscriptions. For Channel Subscriptions, we additionally collect information when Admins set up and manage their channel subscription, such as subscription pricing, billing and renewal periods, cancellations and terminations, or payout methods.",0,low
S002019,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,4,4,"Admins may also choose to add other information, such as a unique"," Subscriber Information. If you choose to subscribe to a channel, we collect information such as the channels you subscribe to, the start date and renewal terms.  Subscription Payment Information. If you subscribe to a channel, we also collect information such as your payment method and transaction amount. We work with multiple third-party payment providers such as Apple App Store or Google Play, who will provide us with information about your transaction, to process your payment and manage your subscriptions.",0,low
S002020,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,4,4,"Admins may also choose to add other information, such as a unique","How We Use Information We use the information we collect in the following additional ways:  Provide Channels. We use the information we have to operate, provide, and improve Channels. For example, we may use this information to enable you to create, follow or interact with Channels, to help us to provide or develop additional Channels features, or to improve your experience on Channels such as to show or recommend to you Channels that are in your country or local language.  Understand Usage of Channels. We use the information to measure and analyze the effectiveness, performance, reliability and efficiency of Channels, to understand how people use and interact with Channels, and to determine how we can develop and improve our Services.  For Safety, Security, And Integrity. We use information we have (including Channel Content and your activity in Channels) to ensure safety, security and integrity on our Services, including to combat harmful conduct; protect users against bad or harmful experiences, detect and investigate suspicious activity or violations of our terms and policies, including our WhatsApp Channels Guidelines, and to ensure our Services, including Channels, are being used lawfully.",0,low
S002021,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,5,5,How We Use Information for Channel Subscriptions,"If you use Channel Subscriptions, either as an Admin or a subscriber, then we also use the information we have to provide and manage Channel Subscriptions, including starting, renewing and terminating subscriptions; managing payments and payouts; and making Channel Subscription Updates available to subscribers.",0,low
S002022,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,5,5,How We Use Information for Channel Subscriptions,"How information is shared Channels information is shared in the following ways:  Public Information. Remember that Channel Content, Channel",0,low
S002023,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,5,5,How We Use Information for Channel Subscriptions,"Subscription Updates and information Admins share on Channels is public and available to others, subject to any audience, subscription or privacy settings. You should keep in mind that anybody can capture screenshots or make recordings of Channel Content and interactions on Channels and send them to WhatsApp or anyone else, or share, export or upload them off our Services.  Third-Party Service Providers and Meta Companies. We work with third-party service providers and other Meta Companies to help us operate, provide, improve, understand and support Channels. We also work with Meta Companies to help us promote the safety, security, and integrity on Channels and our Services, including use of detection and measurement tools that leverage a combination of classifiers, content and behavioral signals, human review, and user reports—to proactively and reactively detect potentially violating content or use of Channels. When we share information with thirdparty service providers and other Meta Companies in this capacity, we require them to use your information on our behalf in accordance with our instructions and terms.  Accounts Center. If you have added your WhatsApp account to",0,low
S002024,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,5,5,How We Use Information for Channel Subscriptions,"Accounts Center, see here to learn more about how your information will be shared. Subscriptions-related information is shared as follows:  Payment providers. We work with Third Party Payment Providers including Google Play Store and Apple App Store to process payments and transactions such as when you subscribe to a channel. We share information with these third-party payment providers such as authentication and transaction information. Please note that when you use third-party platform payment provider services, their own terms and privacy policies will govern your use of those services.",0,low
S002026,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,6,6,How We Use Information for Channel Subscriptions,"Managing And Retaining Your Information You can access, manage or port your Channels information using our inapp settings set out in the WhatsApp Privacy Policy.  Retaining your public Channel Content, Channel Subscription",0,low
S002027,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,6,6,How We Use Information for Channel Subscriptions,"Updates, Channel information and Channel Subscription information. In the ordinary course of providing Channels, we store",0,low
S002028,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,6,6,How We Use Information for Channel Subscriptions,"Channel Content and Channel Subscription Updates on our servers for up to 30 days, subject to safety, security and integrity purposes or other legal or compliance obligations that may require longer retention. Channel Content and Channel Subscription Updates may remain on Viewers’, Followers’ or subscribers’ devices for a longer period, though we may provide options for updates to disappear faster, for example after 7 days or 24 hours should Admins choose.",0,low
S002029,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,6,6,We store other Channels information and Channel Subscription,"Information for as long as necessary for the purposes identified in this Channels Privacy Policy and the WhatsApp Privacy Policy, including to provide Channels or for other legitimate purposes, such as complying with legal obligations, enforcing and preventing violations of our terms and policies, or protecting or defending our rights, property, and users. The storage periods are determined on a case-by-case basis that depends on factors like the nature of the information, why it is collected and processed, relevant legal or operational retention needs, and legal obligations.  Deleting your Channel. If you are an Admin, deleting your",0,low
S002030,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,7,7,Channel removes the channel and Channel Content from the,"Updates Tab in your app at which point it is no longer accessible to other users through Channels. It may take up to 90 days to delete your Channels information and Channel Subscription information on our servers. We may also retain some of your information as needed for things like compliance with legal obligations, violations of our terms and policies, or harm prevention efforts. Please remember that when you delete your channel, it does not affect the information and content that other users may continue to have, such as a copy of the",0,low
S002031,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,7,7,Channel removes the channel and Channel Content from the,Channel Content saved locally on their device or that have been forwarded to other users or shared off our Services.  Removing Channel Content. Channel Admins can remove Channel Content up to 30 days after posting.,0,low
S002032,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,7,7,Channel removes the channel and Channel Content from the,You can learn more here about our data deletion and retention practices and about how to delete your account.,0,low
S002033,WhatsApp,WhatsApp Channels Supplemental Privacy Policy,WhatsApp Channels Supplemental Privacy Policy.pdf,7,7,Channel removes the channel and Channel Content from the,"Updates To Our Policy We may amend or update this Channels Privacy Policy. We will provide you notice of amendments or updates as appropriate, and update the Effective Date at the top. Please review our Channels Privacy Policy from time to time.",0,low
S002034,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,1,1,Policy,"Table of Contents  Information We Collect  Information You Provide  Automatically Collected Information  How We Use Information  Information You And We Share  Managing and Deleting Your Information  Updates to Our Policy This WhatsApp India Payments Privacy Policy (""India Payments Privacy Policy"") helps explain our information practices when you use WhatsApp Pay. The terms ""our,"" ""we,"" ""us,"" and ""WhatsApp India,"" refer to WhatsApp Application Services Private Limited. WhatsApp India enables you to send and receive payments (""Payments""), a service we provide through, and in coordination with, designated payment service provider (""PSP"") banks.",0,low
S002035,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,1,1,Policy,"WhatsApp India also provides an interface in which users have the ability to view bills and make payments to billers (""Bill Payments”) through Bharat Bill Payment System (""BBPS""), an integrated bill payment platform operated by NPCI Bharat BillPay Limited (“NBBL” – a wholly owned subsidiary of NPCI). Payments and Bill Payments services are collectively referred to in this policy as “WhatsApp Pay”.",0,low
S002036,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,1,1,Policy,"We use all the information we have to operate, provide, improve, understand, customize, support, and market our services. PSP banks may also collect, use, and share information, as set forth in their privacy policies, in conjunction with helping to provide Payments to you.",0,low
S002037,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,2,2,Policy,"By using WhatsApp Pay, you accept that the following terms and policies apply:  the WhatsApp Terms of Service;  the WhatsApp Privacy Policy;  the WhatsApp India Payments Terms of Service; and  this India Payments Privacy Policy.",0,low
S002038,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,2,2,If there is any conflict between the India Payments Privacy Policy and the,"WhatsApp Privacy Policy, the India Payments Privacy Policy will control solely with respect to your use of WhatsApp Pay, and only to the extent of the conflict.",0,low
S002039,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,2,2,Information We Collect,"To provide WhatsApp Pay, we may receive information described in the WhatsApp Privacy Policy, and the information specified below.",0,low
S002040,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,2,2,Information We Collect,"Information You Provide  Registration and BHIM UPI PIN Setup Information. When you register to use Payments, you provide your bank's name and confirm the bank account for use with Payments. If you do not have a BHIM",0,low
S002041,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,2,2,Information We Collect,"UPI PIN already for your bank account, you can set one using your partial debit card number, expiry date, PIN (if required by your bank), and bank-issued one-time password (OTP) to set up a BHIM UPI PIN. We do not retain Customer Payment Sensitive Data (partial debit card number, expiry date, PIN, OTP, or BHIM UPI PIN).",0,low
S002042,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,2,2,Information We Collect,"WhatsApp India does not have access to the BHIM UPI PIN because it is encrypted by Common Library (CL) software provided by National Payments Corporation of India.  Payment Transaction Information. When you send, receive, or request payments, you provide or confirm information about your transaction, including the receiver’s name, phone number, BHIM UPI ID (virtual payment address), payment amount, and currency. To",1,medium
S002043,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,3,3,Information We Collect,"authorize every payment you make, you need to use your BHIM UPI PIN. This payment transaction information is handled securely.",0,low
S002044,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,3,3,Information We Collect,"WhatsApp messages sent with Payments are delivered once the transaction has processed and are treated as described in the WhatsApp Privacy Policy.  Bill Payments Information.When you decide to use Bill Payments, you may be required to provide your name, phone number, email address, date of birth, or government ID number, depending on the specific bill payment category. This information is required to fetch your bill and process the payment.",0,low
S002045,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,3,3,Information We Collect,"Automatically Collected Information  Information About Your Use Of WhatsApp Pay. We collect information when you send, receive, or request a payment or when you register a biller, request a bill fetch, or make a bill payment. For example, we collect the date, time of the transaction, bill category, biller information, reference transaction number, and country. When the sender makes a payment to a WhatsApp contact, we collect account and transaction information, including the sender's and receiver's names and BHIM UPI IDs.  Information We Receive From Service Providers, PSP Banks, NPCI, and COU. o Service Providers. We work with and receive information from service providers, including WhatsApp Inc. and other Facebook Companies, to help us operate, provide, improve, understand, customize, support, and market WhatsApp Pay; provide customer support; and keep our system safe and secure. For example, we work with companies to assist with customer support, and we receive information from them that you provide over the phone or email. o PSP Banks and NPCI. We enable Payments by working with multiple PSP banks and the National Payments Corporation of",0,low
S002046,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,4,4,Information We Collect,"India (""NPCI"") to facilitate the movement of funds between the sender's and receiver's bank accounts. They provide us information about you, your financial institution and accounts, and your Payments transactions. For example, we may receive information about you or your transactions from a PSP bank, including information to confirm your registration, the payment sender's or receiver's name, account information and status, balance sufficiency, transaction and account identifiers, risk or fraud alerts, and the like. BHIM UPI transaction information is stored in encrypted format. Please note that the PSP bank's or",1,medium
S002047,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,4,4,Information We Collect,"NPCI's terms and privacy policies will govern your use of their services. o COU. We enable Bill Payments by working with the Customer Operating Unit (“COU”), banks and non bank payment aggregator or any other entity authorised as an “Operating Unit” who can participate in the BBPS as COUs. COU is a category of Operating Unit, and COUs are the entities responsible for providing customers with an interface to pay the bills either directly or through agent institution(s) via the BBPS platform. The COU provides us information based on the bill category you decide to pay. For example, if you decide to pay a utility bill, we will receive bill reference ID, the amount to be paid, and bill due date.",0,low
S002048,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,4,4,How We Use Information,"We use all the information we have to operate, provide, improve, understand, customize, support, and market our services. This includes using the information to provide WhatsApp Pay and customer support; to protect you and others using WhatsApp Pay from fraud, abuse, or other misconduct; and to review your account activity to determine whether you continue to meet the WhatsApp Terms of Service and WhatsApp India Payments Terms of Service. WhatsApp India works with the other Facebook Companies, including Facebook Inc. (""Facebook"") and WhatsApp Inc., to provide WhatsApp Pay, including to send payment",0,low
S002049,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,5,5,How We Use Information,"instructions to PSP banks for Payments. We also use the information to customize, market and improve Payments, including cross-selling, promotions, providing value-added services and other NPCI approved purposes, and in accordance with applicable law.",0,low
S002050,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,5,5,How We Use Information,"For Bill Payments, we may also use your information to send you bill reminders, to personalise your Bill Payments experience (such as displaying relevant recharge plans or suggesting billers you may want to pay), and to improve Bill Payments, including through cross-selling, promotions, and value-added services. We will do so in accordance with applicable law, BBPS guidelines and NBBL approved purposes, and you can manage your reminder and personalisation preferences through your Bill Payments settings.",0,low
S002051,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,5,5,Information You And We Share,"In addition to what is described in the WhatsApp Privacy Policy, you share your information when you use WhatsApp Pay, and we share your information in the following ways:  Payment Senders And Recipients. You and people with whom you send or receive Payments may store or reshare your BHIM UPI ID, name, or transaction information with others on or off Payments.  Service Providers. In conformance with our relationship with PSP banks, WhatsApp India works with service providers, including WhatsApp Inc. and other Facebook Companies, to provide WhatsApp Pay to you. We may share information collected under this",0,low
S002052,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,5,5,Information You And We Share,"India Payments Privacy Policy with service providers to send payment instructions to PSP banks; maintain your transaction history; provide customer support; improve, understand, customize, support, and market Payments; and keep Payments safe and secure, including to detect, prevent, or otherwise address fraud, safety, security, abuse, or other misconduct. Facebook will have no access to encrypted BHIM UPI transaction information in clear format. When we share information with service providers, we require them to use",1,medium
S002053,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,6,6,Information You And We Share,"your information on our behalf in accordance with our instructions, terms, and applicable law.  PSP Banks and NPCI. We share information with PSP banks and NPCI to help us operate Payments. The PSP banks and NPCI receive account information, including information to authenticate your account; transaction information, including payment amount and BHIM UPI IDs; country; transaction and account identifiers; information to detect, prevent, or otherwise address fraud, safety, security, abuse, or other misconduct; and customer support information. Please note that when you use PSP banks and NPCI services, their own terms and privacy policies will govern your use of those services.  Bill Payments information. We share information with the COU and payment aggregator to enable the Bill Payments feature on",0,low
S002054,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,6,6,Information You And We Share,"WhatsApp, as this information is required to fetch your bill and process the payment.The COU and payment aggregator can receive your name, phone number, email address, date of birth, or government ID number, depending on the specific bill payment category as well as your IP address, device identifier, or other persistent identifier.  Compliance with Law. Notwithstanding anything to the contrary,",0,low
S002055,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,6,6,Information You And We Share,"WhatsApp India may collect, preserve, use your UPI transaction information and Bill Payment information and also share with affiliates and respective authorities with due approvals only if so required to comply with applicable laws or regulation (including sanctions compliance).",0,low
S002056,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,6,6,Managing and Deleting Your Information,"If you would like to manage, change, limit, or delete your WhatsApp Pay information, we allow you to do that through your Payments settings or by deleting your WhatsApp account.",0,low
S002057,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,7,7,Managing and Deleting Your Information,"With your Payments settings, you may register additional bank account(s), deregister existing bank account(s) from your BHIM UPI ID, change the PSP bank, and clear your transaction history. When you delete your",0,low
S002058,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,7,7,Managing and Deleting Your Information,"WhatsApp account, your bank account will be deregistered from your BHIM UPI ID automatically.",0,low
S002059,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,7,7,Managing and Deleting Your Information,"For Bill Payments, you can remove a registered biller from your Bill Payments settings to stop future bill fetches and reminders for that biller.",0,low
S002060,WhatsApp,WhatsApp India Payments Privacy Policy,WhatsApp India Payments Privacy Policy.pdf,7,7,Payments Privacy Policy and give you the opportunity to review the revised,India Payments Privacy Policy before you choose to continue using WhatsApp Pay.,0,low
S002129,WhatsApp,WhatsApp Messaging Guidelines,WhatsApp Messaging Guidelines.pdf,1,1,WhatsApp Messaging Guidelines,"WhatsApp is a simple, secure and reliable way to send messages and make calls. No one, not even WhatsApp, can see your personal messages which are end-to-end encrypted by default. These Messaging Guidelines (these “Guidelines”) apply to 1:1 chats, calls, group chats, and communities. Status updates are also subject to these Guidelines.",1,medium
S002131,WhatsApp,WhatsApp Messaging Guidelines,WhatsApp Messaging Guidelines.pdf,1,1,WhatsApp Messaging Guidelines,"WhatsApp may take action against violations of our Terms of Service or these Guidelines, based on the limited information available to WhatsApp, including basic account, group, and community profile information, as well as messages reported by other users. Your personal messages and calls are always protected by end-to-end encryption.  Do not share illegal content or engage in illegal activity This includes content that sexually exploits or endangers children (including child sexual abuse material) or that supports designated terrorist organizations or individuals. Do not share intellectual property you do not have a right to use. Do not organize or coordinate violent crimes, violence against others, human trafficking, or trade in illicit drugs.  Do not engage in adversarial behavior. This includes efforts to undermine WhatsApp integrity systems, abuse reporting tools, compromise user accounts, scrape data, or use unofficial clients, bulk messaging, auto-messaging, auto-dialing, or automation to harm WhatsApp or our users.",2,medium
S002138,WhatsApp,WhatsApp Messaging Guidelines,WhatsApp Messaging Guidelines.pdf,2,2,Human Review Teams,"When an account, group or community requires further review, our automated systems send it to a human review team to make the final decision. Our human review teams are located across the globe, receive indepth training, and often specialize in certain policy areas and regions, and are able to review account information and reported messages. Personal messages are protected by end-to-end encryption. Our automated systems learn and improve from each decision.",1,medium
S002139,WhatsApp,WhatsApp Messaging Guidelines,WhatsApp Messaging Guidelines.pdf,3,3,"When governments believe accounts, groups, or communities on","WhatsApp violate local law, they may request that we review the account information available to us. Personal messages and calls are always protected by end-to-end encryption. We may also receive court orders to restrict WhatsApp accounts. We always assess the legitimacy and completeness of a government request before taking any action.",2,medium
S002140,WhatsApp,WhatsApp Messaging Guidelines,WhatsApp Messaging Guidelines.pdf,3,3,Actions We May Take,"When we become aware of illegal content or a violation of our terms and policies, we may take action, including the following, and depending on the nature of the content or violation:  Warning users of violations of these Guidelines  Temporarily or permanently suspending an account on our service  Preventing further activity in groups and/or communities [more info here]  Removing violating account or group profile information from our servers  Revoking or blocking use of a group or community’s invite link, and/or  Reporting child sexual abuse material to NCMEC and/or competent authorities",1,medium
S002153,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,3,3,About Our Services,"Services and your other contacts. Learn more about our contact upload feature here. Age. You must be at least 13 years old to register for and use our Services on your own (or such greater age required in your country or territory). If you are under this age, your parent or guardian can create a parentmanaged account for you if it is available in your country or territory. If you are creating a parent-managed account, please read these Terms with your child and ensure that you both understand them. Devices And Software. You must provide certain devices, software, and data connections to use our Services, which we otherwise do not supply. In order to use our Services, you consent to manually or automatically download and install updates to our Services. You also consent to our sending you notifications via our Services from time to time, as necessary to provide our Services to you. Fees And Taxes. You are responsible for all carrier data plans, Internet fees, and other fees and taxes associated with your use of our Services.",3,high
S002156,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,4,4,About Our Services,"others in using) our Services in ways that: (a) violate, misappropriate, or infringe the rights of WhatsApp, our users, or others, including privacy, publicity, intellectual property, or other proprietary rights; (b) are illegal, obscene, defamatory, threatening, intimidating, harassing, hateful, racially or ethnically offensive, or instigate or encourage conduct that would be illegal or otherwise inappropriate, such as promoting violent crimes, endangering or exploiting children or others, or coordinating harm; (c) involve publishing falsehoods, misrepresentations, or misleading statements; (d) impersonate someone; (e) involve sending illegal or impermissible communications such as bulk messaging, auto-messaging, auto-dialing, and the like; or (f) involve any non-personal use of our Services unless otherwise authorized by us. Harm To WhatsApp Or Our Users.",1,medium
S002158,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,5,5,About Our Services,"Keeping Your Account Secure. You are responsible for keeping your device and your WhatsApp account safe and secure, and you must notify us promptly of any unauthorized use or security breach of your account or our Services.",2,medium
S002170,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,7,7,"AFFILIATES, AND OUR AND THEIR DIRECTORS, OFFICERS,","EMPLOYEES, PARTNERS, AND AGENTS (TOGETHER, THE “WHATSAPP PARTIES”) FROM ANY CLAIM, COMPLAINT, CAUSE OF",1,medium
S002194,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,10,10,Other,"Services are governed by separate terms (where, as applicable, you may separately consent).",1,medium
S002200,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,11,11,Other,Any amendment to or waiver proposed by you of our Terms requires our express consent.,1,medium
S002203,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,12,12,Other,• You will not transfer any of your rights or obligations under our Terms to anyone else without our prior written consent. Children on parentmanaged accounts are permitted to manage their own account when they reach 13 (or the minimum age required in their country or territory).,3,high
S002204,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,12,12,Other,• If you created a parent-managed account for a user under 13 (or the minimum age required in your country) and allow them to use our,1,medium
S002205,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,12,12,Other,"Services, you are subject to these Terms and responsible for your child’s activity on our Services.",1,medium
S002224,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,2,2,"Business Messaging Policy, the WhatsApp Messaging","• You may only contact people on WhatsApp if: (a) they have given you their mobile phone number; and (b) you have received opt-in permission from the recipient confirming that they wish to receive subsequent messages or calls from you. o You are solely responsible for determining the method of optin, that you have obtained opt-in in a manner that complies with laws applicable to your communications, and that you have otherwise provided notices and obtained permissions that are required under applicable law. To help ensure a strong user experience, review the best practices suggested below.",1,medium
S002225,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,2,2,"Business Messaging Policy, the WhatsApp Messaging","• You must respect all requests (either on or off WhatsApp) by a person to block, discontinue, or otherwise opt out of communications from you via WhatsApp, including removing that person from your contacts list. Do not confuse, deceive, defraud, mislead, spam, or surprise people with your communications.",2,medium
S002233,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,3,3,3. Protect Data and Comply with Law,"• You are responsible for and must secure all necessary notices, permissions, and consents to collect, use, and share people’s content and information, including maintaining a published privacy policy, and otherwise complying with applicable law.",2,medium
S002254,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,5,5,Verticals,"• You must ensure – through technical and organizational measures – that messages are gated per legal age, geographic requirements, and regulatory requirements.",2,medium
S002260,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,5,5,Verticals,• Messaging about any Regulated Vertical using the WhatsApp Business Platform may not be sent to people under 18 years of age.,2,medium
S002278,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,7,7,7. Enforcement and Updates,"• WhatsApp may update this WhatsApp Business Messaging Policy (“Change”) without notice (unless such notice is required by law); by continuing to use the WhatsApp Business Services after such Change, you consent to such Change.",1,medium
S002281,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,7,7,7. Enforcement and Updates,"• WhatsApp may use both technology and human review teams to detect and review reported messages and unencrypted account, group, and business profile information for potential violations.",1,medium
S002284,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,8,8,Best Practices,"Best Practices for Opt-In Users should expect the messages and calls they receive. You can set this expectation by: • Obtaining an opt-in that encompasses the different categories of messages that you will send (ex: order updates, relevant offers, product recommendations, etc.)",1,medium
S002286,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,8,8,Best Practices,• Obtaining a separate opt-in to initiate a call to a user.,1,medium
S002287,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,8,8,Best Practices,• Obtaining separate opt-in by specific message category. o This mitigates the risk that users will block your business because they receive unsolicited messages.,1,medium
S002288,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,8,8,Best Practices,"• Provide clear instructions for how people can opt out of receiving specific categories of messages or calls, and honor these requests.",1,medium
S002289,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,8,8,Best Practices,• Ensure your opt-in and opt-out flows are clear and intuitive for users.,1,medium
S002290,WhatsApp,WhatsappBusinessTermsOfService,WhatsappBusinessTermsOfService.pdf,8,8,Best Practices,"• Clearly communicate the value of receiving this information. We may also reactively evaluate a business’ opt-in flows, including review of user feedback, to flag policy violations and develop additional types of enforcement over time. Learn more about opt-in.",1,medium
S002310,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,1,1,About cookies,"Cookies and other technologies are used to store and receive information (including identifiers) on or from computers, mobile phones and other devices. In this policy, we refer to cookies and these other technologies as “cookies”.",0,low
S002311,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,1,1,What does this policy cover,"This policy explains how we use cookies and the choices you have, when you use our web-based Services, our website or our optional features on our Services such as Status and Channels. The Privacy Policy and any supplemental policy which is relevant to your use of our Services applies to our processing of the information we collect through cookies.",0,low
S002312,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,1,1,How we use cookies,"We use cookies to understand, secure, operate, personalise and provide our Services. For example:  Site features and services. We use cookies to provide WhatsApp for web and desktop and other Services that are web-based. For example, we use the wa_lang_pref cookie to remember your choices, such as your language preferences on the website.  Analytics. We use cookies to understand how our website is being used in order to rank the FAQs on our website based on popularity, understand mobile versus desktop users of our web-based Services, or understand popularity and effectiveness of certain of our web pages. For example, we use the wa_ul cookie to count visitors to FAQs so we can rank the FAQs based on popularity.  Security. We use cookies to protect the WhatsApp website. For example, we use the wa_csrf cookie to prevent attacks from bad actors.",0,low
S002313,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,2,2,How we use cookies," Advertising. We use cookies when you use Status and Channels, which are optional, to help show you ads and measure how they perform. For example, we use a unique user identifier that allows us to display the ad correctly to users.",0,low
S002314,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,2,2,How to control cookies,"You can follow the instructions provided by your browser or device (usually located under ""Settings"" or ""Preferences"") to modify your cookie settings.",0,low
S002315,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,2,2,How to control cookies,"Your browser or device may offer settings that allow you to choose whether browser cookies are set and to delete them. These controls vary by browser, and manufacturers may change both the settings they make available and how they work at any time. Additional information about the controls offered by popular browsers can be found at the links below.",0,low
