clause_id,app_name,source_document,source_file,source_path,page_start,page_end,section_heading,clause_index_in_document,clause_text,extraction_method,extraction_quality,retrieved_at,file_sha256
S002148,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,2,2,About Our Services,7,contacting law enforcement. Any such removal will be in accordance with the “Termination” section below.,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002149,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,2,2,About Our Services,8,"• Enabling Access To Our Services. To operate our global Services, we need to store and distribute content and information in data centers and systems around the world, including outside your country of residence. The use of this global infrastructure is necessary and essential to provide our Services. This infrastructure may be owned or operated by our service providers including affiliated companies.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002150,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,2,2,About Our Services,9,"• Affiliated Companies. We are part of the Meta Companies. As part of the Meta Companies, WhatsApp receives information from, and shares information with, the Meta Companies as described in",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002151,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,2,2,About Our Services,10,"WhatsApp's Privacy Policy, including to provide integrations which enable you to connect your WhatsApp experience with other Meta Company Products; to ensure security, safety, and integrity across the Meta Company Products; and to improve your ads and products experience across the Meta Company Products. Learn more about the Meta Companies and their terms and policies here.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002152,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,2,2,About Our Services,11,"NO ACCESS TO EMERGENCY SERVICES: There are important differences between our Services and your mobile phone and a fixed-line telephone and SMS services. Our Services do not provide access to emergency services or emergency services providers, including the police, fire departments, or hospitals, or otherwise connect to public safety answering points. You should ensure you can contact your relevant emergency services providers through a mobile phone, a fixed-line telephone, or other service. Registration. You must register for our Services using accurate information, provide your current mobile phone number, and, if you change it, update your mobile phone number using our in-app change number feature. Address Book. You can use the contact upload feature and provide us, if permitted by applicable laws, with the phone numbers in your mobile address book on a regular basis, including those of both the users of our",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002153,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,3,3,About Our Services,12,"Services and your other contacts. Learn more about our contact upload feature here. Age. You must be at least 13 years old to register for and use our Services on your own (or such greater age required in your country or territory). If you are under this age, your parent or guardian can create a parentmanaged account for you if it is available in your country or territory. If you are creating a parent-managed account, please read these Terms with your child and ensure that you both understand them. Devices And Software. You must provide certain devices, software, and data connections to use our Services, which we otherwise do not supply. In order to use our Services, you consent to manually or automatically download and install updates to our Services. You also consent to our sending you notifications via our Services from time to time, as necessary to provide our Services to you. Fees And Taxes. You are responsible for all carrier data plans, Internet fees, and other fees and taxes associated with your use of our Services.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002154,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,3,3,About Our Services,13,"Privacy Policy And User Data WhatsApp cares about your privacy. WhatsApp’s Privacy Policy describes our data (including message) practices, including the types of information we receive and collect from you, how we use and share this information, and your rights in relation to the processing of information about you.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002155,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,3,3,About Our Services,14,"Acceptable Use Of Our Services Our Terms And Policies. You must use our Services according to our Terms and posted policies. If you violate our Terms or policies, we may take action with respect to your account, including disabling or suspending your account and, if we do, you agree not to create another account without our permission. Disabling or suspending your account will be in accordance with the ""Termination"" section below. Legal And Acceptable Use. You must access and use our Services only for legal, authorized, and acceptable purposes. You will not use (or assist",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002156,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,4,4,About Our Services,15,"others in using) our Services in ways that: (a) violate, misappropriate, or infringe the rights of WhatsApp, our users, or others, including privacy, publicity, intellectual property, or other proprietary rights; (b) are illegal, obscene, defamatory, threatening, intimidating, harassing, hateful, racially or ethnically offensive, or instigate or encourage conduct that would be illegal or otherwise inappropriate, such as promoting violent crimes, endangering or exploiting children or others, or coordinating harm; (c) involve publishing falsehoods, misrepresentations, or misleading statements; (d) impersonate someone; (e) involve sending illegal or impermissible communications such as bulk messaging, auto-messaging, auto-dialing, and the like; or (f) involve any non-personal use of our Services unless otherwise authorized by us. Harm To WhatsApp Or Our Users.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002157,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,4,4,About Our Services,16,"You must not (or assist others to) directly, indirectly, through automated or other means, access, use, copy, adapt, modify, prepare derivative works based upon, distribute, license, sublicense, transfer, display, perform, or otherwise exploit our Services in impermissible or unauthorized manners, or in ways that burden, impair, or harm us, our Services, systems, our users, or others, including that you must not directly or through automated means: (a) reverse engineer, alter, modify, create derivative works from, decompile, or extract code from our Services; (b) send, store, or transmit viruses or other harmful computer code through or onto our Services; (c) gain or attempt to gain unauthorized access to our Services or systems; (d) interfere with or disrupt the safety, security, confidentiality, integrity, availability, or performance of our Services; (e) create accounts for our Services through unauthorized or automated means; (f) collect information of or about our users in any impermissible or unauthorized manner; (g) sell, resell, rent, or charge for our Services or data obtained from us or our Services in an unauthorized manner; (h) distribute or make our Services available over a network where they could be used by multiple devices at the same time, except as authorized through tools we have expressly provided via our Services; (i) create software or APIs that function substantially the same as our Services and offer them for use by third parties in an unauthorized manner; or (j) misuse any reporting channels, such as by submitting fraudulent or groundless reports or appeals.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002158,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,5,5,About Our Services,17,"Keeping Your Account Secure. You are responsible for keeping your device and your WhatsApp account safe and secure, and you must notify us promptly of any unauthorized use or security breach of your account or our Services.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002159,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,5,5,Third-Party Services,18,"Our Services may allow you to access, use, or interact with third-party websites, apps, content, other products and services, and Meta Company Products. For example, you may choose to use third-party data backup services (such as iCloud or Google Drive) that are integrated with our Services or interact with a share button on a third-party’s website that enables you to send information to your WhatsApp contacts. Please note that these Terms and our Privacy Policy apply only to the use of our Services. When you use third-party products or services or Meta Company",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002160,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,5,5,Third-Party Services,19,"Products, their terms and privacy policies will govern your use of those products or services.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002161,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,5,5,Third-Party Services,20,Licenses Your Rights. WhatsApp does not claim ownership of the information that you submit for your WhatsApp account or through our Services. You must have the necessary rights to such information that you submit for your,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002162,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,5,5,Third-Party Services,21,"WhatsApp account or through our Services and the right to grant the rights and licenses in our Terms. WhatsApp’s Rights. We own all copyrights, trademarks, domains, logos, trade dress, trade secrets, patents, and other intellectual property rights associated with our Services. You may not use our copyrights, trademarks (or any similar marks), domains, logos, trade dress, trade secrets, patents, and other intellectual property rights unless you have our express permission and except in accordance with our Brand Guidelines. You may use the trademarks of our affiliated companies only with their permission, including as authorized in any published brand guidelines. Your License To WhatsApp. In order to operate and provide our Services, you grant WhatsApp a worldwide, non-exclusive, royalty-free,",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002163,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,6,6,Third-Party Services,22,"sublicensable, and transferable license to use, reproduce, distribute, create derivative works of, display, and perform the information (including the content) that you upload, submit, store, send, or receive on or through our Services. The rights you grant in this license are for the limited purpose of operating and providing our Services (such as to allow us to display your profile picture and status message, transmit your messages, and store your undelivered messages on our servers for up to 30 days as we try to deliver them). WhatsApp’s License To You. We grant you a limited, revocable, nonexclusive, non-sublicensable, and non-transferable license to use our Services, subject to and in accordance with our Terms. This license is for the sole purpose of enabling you to use our Services in the manner permitted by our Terms. No licenses or rights are granted to you by implication or otherwise, except for the licenses and rights expressly granted to you.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002164,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,6,6,Intellectual Property Infringement,23,"To report claims of third-party copyright, trademark, or other intellectual property infringement, please visit our Intellectual Property Policy. We may take action with respect to your account, including disabling or suspending your account, if you clearly, seriously or repeatedly infringe the intellectual property rights of others or where we are required to do so for legal reasons. Disabling or suspending your account will be in accordance with the ""Termination"" section below.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002165,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,6,6,Disclaimers And Release,24,YOU USE OUR SERVICES AT YOUR OWN RISK AND SUBJECT TO THE FOLLOWING DISCLAIMERS. WE ARE PROVIDING OUR SERVICES ON AN “AS IS” BASIS WITHOUT ANY EXPRESS OR,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002166,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,6,6,"WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR",25,"PURPOSE, TITLE, NON-INFRINGEMENT, AND FREEDOM FROM COMPUTER VIRUS OR OTHER HARMFUL CODE. WE DO NOT",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002167,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,"OPERATIONAL, ERROR FREE, SECURE, OR SAFE, OR THAT OUR",26,"SERVICES WILL FUNCTION WITHOUT DISRUPTIONS, DELAYS, OR IMPERFECTIONS. WE DO NOT CONTROL, AND ARE NOT",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002168,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,"RESPONSIBLE FOR, CONTROLLING HOW OR WHEN OUR USERS",27,"USE OUR SERVICES OR THE FEATURES, SERVICES, AND INTERFACES OUR SERVICES PROVIDE. WE ARE NOT RESPONSIBLE",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002169,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,FOR AND ARE NOT OBLIGATED TO CONTROL THE ACTIONS OR,28,"INFORMATION (INCLUDING CONTENT) OF OUR USERS OR OTHER THIRD-PARTIES. YOU RELEASE US, OUR SUBSIDIARIES,",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002170,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,"AFFILIATES, AND OUR AND THEIR DIRECTORS, OFFICERS,",29,"EMPLOYEES, PARTNERS, AND AGENTS (TOGETHER, THE “WHATSAPP PARTIES”) FROM ANY CLAIM, COMPLAINT, CAUSE OF",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002171,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,"AFFILIATES, AND OUR AND THEIR DIRECTORS, OFFICERS,",30,"ACTION, CONTROVERSY, DISPUTE, OR DAMAGES (TOGETHER, “CLAIM”), KNOWN AND UNKNOWN, RELATING TO, ARISING OUT OF,",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002172,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,"AFFILIATES, AND OUR AND THEIR DIRECTORS, OFFICERS,",31,OR IN ANY WAY CONNECTED WITH ANY SUCH CLAIM YOU HAVE AGAINST ANY THIRD-PARTIES. YOUR RIGHTS WITH RESPECT TO,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002173,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,DISCLAIMER IF THE LAWS OF YOUR COUNTRY OR TERRITORY OF,32,"RESIDENCE, APPLICABLE AS A RESULT OF YOUR USE OF OUR SERVICES, DO NOT PERMIT IT. IF YOU ARE A UNITED STATES",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002174,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,DISCLAIMER IF THE LAWS OF YOUR COUNTRY OR TERRITORY OF,33,"RESIDENT, YOU WAIVE ANY RIGHTS YOU MAY HAVE UNDER CALIFORNIA CIVIL CODE §1542, OR ANY OTHER SIMILAR",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002175,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,7,7,"OF EXECUTING THE RELEASE, AND THAT IF KNOWN BY HIM OR HER",34,WOULD HAVE MATERIALLY AFFECTED HIS OR HER SETTLEMENT WITH THE DEBTOR OR RELEASED PARTY.,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002176,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"SERVICES (HOWEVER CAUSED AND ON ANY THEORY OF LIABILITY,",35,"INCLUDING NEGLIGENCE), EVEN IF THE WHATSAPP PARTIES HAVE BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. OUR",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002177,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"WAY IN CONNECTION WITH OUR TERMS, US, OR OUR SERVICES",36,WILL NOT EXCEED THE GREATER OF ONE HUNDRED DOLLARS ($100) OR THE AMOUNT YOU HAVE PAID US IN THE PAST TWELVE MONTHS. THE FOREGOING DISCLAIMER OF CERTAIN DAMAGES,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002178,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"WAY IN CONNECTION WITH OUR TERMS, US, OR OUR SERVICES",37,AND LIMITATION OF LIABILITY WILL APPLY TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW. THE LAWS OF SOME,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002179,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"LIMITATION OF CERTAIN DAMAGES, SO SOME OR ALL OF THE",38,EXCLUSIONS AND LIMITATIONS SET FORTH ABOVE MAY NOT APPLY TO YOU. NOTWITHSTANDING ANYTHING TO THE CONTRARY IN OUR,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002180,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"TERMS, IN SUCH CASES, THE LIABILITY OF THE WHATSAPP",39,PARTIES WILL BE LIMITED TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW.,pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002181,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"TERMS, IN SUCH CASES, THE LIABILITY OF THE WHATSAPP",40,"Indemnification If anyone brings a claim (""Third-Party Claim"") against us related to your actions, information, or content on WhatsApp, or any other use of our",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002182,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"TERMS, IN SUCH CASES, THE LIABILITY OF THE WHATSAPP",41,"Services by you, you will, to the maximum extent permitted by applicable law, indemnify, and hold the WhatsApp Parties harmless from and against all liabilities, damages, losses, and expenses of any kind (including reasonable legal fees and costs) relating to, arising out of, or in any way in connection with any of the following: (a) your access to or use of our",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002183,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,8,8,"TERMS, IN SUCH CASES, THE LIABILITY OF THE WHATSAPP",42,"Services, including information and content provided in connection therewith; (b) your breach of our Terms or applicable law; or (c) any misrepresentation made by you. You will cooperate as fully as required by us in the defense or settlement of any Third-Party Claim. Your rights with respect to WhatsApp are not modified by the foregoing indemnification if the laws of your country or territory of residence, applicable as a result of your use of our Services, do not permit it.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002184,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,9,9,"TERMS, IN SUCH CASES, THE LIABILITY OF THE WHATSAPP",43,"Dispute Resolution Forum And Venue. You agree that any claim or cause of action you have against WhatsApp relating to, arising out of, or in any way in connection with our Terms or our Services, and for any claim or cause of action that",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002185,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,9,9,"TERMS, IN SUCH CASES, THE LIABILITY OF THE WHATSAPP",44,"WhatsApp files against you, you and WhatsApp agree that any such claim or cause of action (each, a “Dispute,” and together, “Disputes”) will be resolved exclusively in the United States District Court for the Northern",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002186,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,9,9,District of California or a state court located in San Mateo County in,45,"California, and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating any such claim or cause of action, and the laws of the State of California will govern any such claim or cause of action without regard to conflict of law provisions. Without prejudice to the foregoing, you agree that, in our sole discretion, we may elect to resolve any Dispute we have with you in any competent court in the country in which you reside (i.e., India) that has jurisdiction over the Dispute. Governing Law. The laws of the State of California govern our Terms, as well as any Disputes, whether in court or arbitration, which might arise between WhatsApp and you, without regard to conflict of law provisions. Time Limit To Bring A Claim Or Dispute. THESE TERMS ALSO LIMIT",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002187,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,9,9,"THE TIME TO START AN ARBITRATION OR, IF PERMISSIBLE, A",46,"COURT ACTION OR SMALL CLAIMS PROCEEDING TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW. We and you agree that for any Dispute (except for the Excluded Disputes defined below) we and you must bring Claims (including commencing an arbitration proceeding) within one year after the Dispute first arose; otherwise, such Dispute is permanently barred. This means that if we or you do not bring a Claim (including commencing an arbitration) within one year after the Dispute first arose, then the arbitration will be dismissed because it was started too late.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002188,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,9,9,"THE TIME TO START AN ARBITRATION OR, IF PERMISSIBLE, A",47,"Availability And Termination Of Our Services Availability Of Our Services. We are always trying to improve our Services. That means we may expand, add, or remove our Services,",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002189,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,10,10,"THE TIME TO START AN ARBITRATION OR, IF PERMISSIBLE, A",48,"features, functionalities, and the support of certain devices and platforms.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002190,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,10,10,"THE TIME TO START AN ARBITRATION OR, IF PERMISSIBLE, A",49,"Our Services may be interrupted, including for maintenance, repairs, upgrades, or network or equipment failures. We may discontinue some or all of our Services, including certain features and the support for certain devices and platforms, at any time. Events beyond our control may affect our Services, such as events in nature and other force majeure events.",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
S002191,WhatsApp,WhatsApp_TermsOfService_India,WhatsApp_TermsOfService_India.pdf,datasets\SocialMediaPolicies\WhatsApp\source\WhatsApp_TermsOfService_India.pdf,10,10,"We may modify, suspend, or terminate your access to or use of our",50,"Services anytime for any reason, such as if you violate the letter or spirit of our Terms or create harm, risk, or possible legal exposure for us, our users, or others. We may also disable or delete your account if it does not become active after account registration or if it remains inactive for an extended period of time. The following provisions will survive any termination of your relationship with WhatsApp: ""Licenses,"" ""Disclaimers And Release,"" ""Limitation Of Liability,"" ""Indemnification,"" ""Dispute Resolution,"" ""Availability Of Our Services,"" and ""Other.""",pymupdf,pass,2026-09-16T05:33:02.113480+00:00,b293c1f662731ae135319ccbeb77157b7dbcdcecfce5b80c0b6222817e016d89
